,Price,Bedrooms,Bathromms,Area,Realtor,City,Type
523,"$ 340,000,000",3 Habs. ,2 Baños,98 m²,Vivir Bien Asesores Inmobiliarios,"Novaterra, Mosquera, Cundinamarca",Casa en  Venta
524,"$ 670,000,000",10 Habs. ,6 Baños,10000 m²,Salamanquita SAS,"Norcasia, Caldas",Finca en venta
525,"$ 355,000,000",3 Habs. ,1 Baño,70 m²,Arrendamientos Envigado,"Rionegro, Antioquia",Casa en  Venta
526,"$ 2,300,000,000",6 Habs. ,5 Baños,400 m²,GRUPO SANTAMARIA,"Rionegro, Antioquia",Casa en venta
527,"$ 790,000,000",2 Habs. ,2 Baños,160 m²,INDIKA,"Rionegro, Antioquia",Apartamento en venta
528,"$ 2,590,000,000",7 Habs. ,7 Baños,2500 m²,Merino Hermanos y Cía Ltda.,"Rionegro, Antioquia",Casa en venta
529,"$ 1,580,000,000",4 Habs. ,3 Baños,900 m²,Servicios Inmobiliarios Serviraices S.A.S,"Rionegro, Antioquia","Finca en venta, Rionegro"
530,"$ 1,400,000,000",5 Habs. ,4 Baños,270 m²,Inmobiliaria Gomez y Asociados,"Rionegro, Antioquia",Casa en  Venta
531,"$ 260,000,000",2 Habs. ,2 Baños,57 m²,Abad Faciolince S.A,"Rionegro, Antioquia",Apartamento en  Venta
532,"$ 325,000,000",3 Habs. ,2 Baños,57 m²,AEA CONSULTORIA SAS,"Rionegro, Antioquia",Apartamento en venta
533,"$ 4,100,000,000",4 Habs. ,6 Baños,472 m²,Prointegral,"Rionegro, Antioquia",Casa en venta
534,"$ 2,900,000,000",5 Habs. ,7 Baños,450 m²,ILAN INMOBILIARIA,"Rionegro, Antioquia",Casa Lote en venta
535,"$ 240,000,000",3 Habs. ,2 Baños,54 m²,INMOBILIARIA LA HEREDAD,"Rionegro, Antioquia",Apartamento en venta
536,"$ 200,000,000",2 Habs. ,1 Baño,70 m²,Inmobiliaria Gomez y Asociados,"Rionegro, Antioquia",Apartamento en  Venta
537,"$ 500,000,000",3 Habs. ,2 Baños,94 m²,Propiedades y Proyectos SAS,"Rionegro, Antioquia",Apartamento en venta
538,"$ 880,000,000",4 Habs. ,4 Baños,170 m²,CANVAS RAIZ,"Rionegro, Antioquia",Casa en venta
539,"$ 3,000,000,000",4 Habs. ,5 Baños,250 m²,HOMES PROVENTO,"Rionegro, Antioquia",Casa en  Venta
540,"$ 450,000,000",4 Habs. ,3 Baños,140 m²,ESTEFANIA CHAVARRIA,"Rionegro, Antioquia","Casa en venta, Medellín"
541,"$ 1,800,000,000",5 Habs. ,4 Baños,330 m²,Coffee Realty SAS,"Rionegro, Antioquia",Finca en  Venta
542,"$ 1,200,000,000",4 Habs. ,4 Baños,165 m²,Prointegral,"Rionegro, Antioquia",Casa en venta
543,"$ 3,600,000,000",4 Habs. ,4 Baños,530 m²,Prointegral,"Rionegro, Antioquia",Casa en venta
544,"$ 750,000,000",4 Habs. ,3 Baños,160 m²,Propiedades y Proyectos SAS,"Rionegro, Antioquia",Finca en venta
545,"$ 245,000,000",2 Habs. ,2 Baños,53 m²,BANCASA,"Rionegro, Antioquia",Apartamento en venta
546,"$ 750,000,000",4 Habs. ,3 Baños,191 m²,CANVAS RAIZ,"Rionegro, Antioquia",Casa en venta
547,"$ 5,500,000,000",4 Habs. ,5 Baños,670 m²,Orienta Inmobiliaria,"Rionegro, Antioquia",Finca en venta
548,"$ 315,000,000",3 Habs. ,2 Baños,57 m²,DUQUE GIRALDO Y CIA SAS,"Rionegro, Antioquia",Apartamento en venta
549,"$ 4,100,000,000",3 Habs. ,4 Baños,400 m²,Prointegral,"Rionegro, Antioquia",Casa en venta
550,"$ 340,000,000",2 Habs. ,2 Baños,58 m²,D Logistica Inmobiliaria,"Rionegro, Antioquia",Apartamento en venta
551,"$ 240,000,000",2 Habs. ,2 Baños,57 m²,Intermobiliario Poblado SAS,"Rionegro, Antioquia","Apartamento en venta, Rionegro"
552,"$ 400,000,000",2 Habs. ,2 Baños,77 m²,INDIKA,"Rionegro, Antioquia",Apartamento en venta
553,"$ 1,590,000,000",3 Habs. ,5 Baños,140 m²,GRUPO SANTAMARIA,"Rionegro, Antioquia",Apartamento en  Venta
554,"$ 1,200,000,000",4 Habs. ,5 Baños,170 m²,Prointegral,"Rionegro, Antioquia",Casa en venta
555,"$ 735,000,000",3 Habs. ,2 Baños,80 m²,ROMERO & CIA PROPIEDAD RAIZ S.A.S,"Rionegro, Antioquia",Apartamento en  Venta
556,"$ 4,900,000,000",5 Habs. ,4 Baños,300 m²,Coffee Realty SAS,"Rionegro, Antioquia",Finca en  Venta
557,"$ 2,200,000,000",3 Habs. ,2 Baños,25300 m²,PSC INMOBILIARIA,"Rionegro, Antioquia",Finca en venta
558,"$ 730,000,000",1 Habs. ,2 Baños,60 m²,Prointegral,"Rionegro, Antioquia",Apartamento en  Venta
559,"$ 500,000,000",1 Habs. ,2 Baños,60 m²,Abad Faciolince S.A,"Rionegro, Antioquia",Apartamento en  Venta
560,"$ 360,000,000",4 Habs. ,2 Baños,108 m²,Habitamos Propiedad Raíz,"Rionegro, Antioquia",Casa en venta
561,"$ 960,000,000",4 Habs. ,4 Baños,520 m²,GRUPO INNMOBILIARIO SAS,"Rionegro, Antioquia",Casa en venta
562,"$ 2,000,000,000",3 Habs. ,4 Baños,310 m²,Propiedades y Proyectos SAS,"Rionegro, Antioquia",Finca en venta
563,"$ 2,500,000,000",3 Habs. ,4 Baños,360 m²,CANVAS RAIZ,"Rionegro, Antioquia",Finca en venta
564,"$ 515,000,000",1 Habs. ,2 Baños,67 m²,CANVAS RAIZ,"Rionegro, Antioquia",Apartamento en venta
565,"$ 3,500,000,000",3 Habs. ,5 Baños,246 m²,Grupo Empresarial Mi,"Rionegro, Antioquia",Casa en venta
566,"$ 460,000,000",5 Habs. ,2 Baños,149 m²,DUQUE GIRALDO Y CIA SAS,"Rionegro, Antioquia",Casa en venta
567,"$ 230,000,000",2 Habs. ,2 Baños,54 m²,Norte Inmobiliario S.A.S,"Rionegro, Antioquia",Apartamento en  Venta
568,"$ 425,000,000",3 Habs. ,2 Baños,90 m²,D Logistica Inmobiliaria,"Rionegro, Antioquia",Apartamento en venta
569,"$ 460,000,000",2 Habs. ,2 Baños,60 m²,BROKER,"Rionegro, Antioquia",Apartamento en venta
570,"$ 800,000,000",3 Habs. ,3 Baños,141 m²,Century 21 Radial,"Rionegro, Antioquia",Casa en  Venta
571,"$ 541,494,000",2 Habs. ,2 Baños,68 m²,ROMERO & CIA PROPIEDAD RAIZ S.A.S,"Rionegro, Antioquia",Apartamento en  Venta
572,"$ 355,000,000",3 Habs. ,2 Baños,56 m²,Alberto Alvarez Venta,"Rionegro, Antioquia",Apartamento en  Venta
573,"$ 2,950,000,000",3 Habs. ,4 Baños,2861 m²,DUQUE GIRALDO Y CIA SAS,"Rionegro, Antioquia",Finca en venta
574,"$ 610,000,000",4 Habs. ,2 Baños,124 m²,MRZ Propiedad Raiz,"Rionegro, Antioquia",Casa en venta
575,"$ 620,000,000",2 Habs. ,2 Baños,68 m²,Abad Faciolince S.A,"Rionegro, Antioquia",Apartamento en  Venta
576,"$ 335,000,000",3 Habs. ,2 Baños,56 m²,D Logistica Inmobiliaria,"Rionegro, Antioquia",Apartamento en venta
577,"$ 2,600,000,000",4 Habs. ,5 Baños,450 m²,ARRENDAMIENTOS MEDELLIN,"Rionegro, Antioquia",Casa en venta
578,"$ 3,600,000,000",5 Habs. ,5 Baños,560 m²,INMOBILIARIA SELECTA,"Rionegro, Antioquia",Casa en venta
579,"$ 520,000,000",3 Habs. ,2 Baños,103 m²,DUQUE GIRALDO Y CIA SAS,"Rionegro, Antioquia",Apartamento en venta
580,"$ 380,000,000",3 Habs. ,2 Baños,71 m²,PSC INMOBILIARIA,"Rionegro, Antioquia","Apartamento en venta, Rionegro"
581,"$ 3,400,000,000",5 Habs. ,7 Baños,500 m²,GRUPO SANTAMARIA,"Rionegro, Antioquia","Finca en venta, Rionegro"
582,"$ 415,500,000",3 Habs. ,2 Baños,70 m²,Coninsa Ramón H. S.A.,"Rionegro, Antioquia",Apartamento en venta
583,"$ 350,000,000",3 Habs. ,2 Baños,57 m²,ARRENDAMIENTOS MEDELLIN,"Rionegro, Antioquia",Apartamento en venta
584,"$ 1,990,000,000",3 Habs. ,4 Baños,263 m²,BROKER,"Rionegro, Antioquia",Finca en venta
585,"$ 514,000,000",2 Habs. ,2 Baños,75 m²,Abad Faciolince S.A,"Rionegro, Antioquia",Apartamento en  Venta
586,"$ 520,000,000",3 Habs. ,2 Baños,90 m²,Arrendamientos Envigado,"Rionegro, Antioquia",Finca en  Venta
587,"$ 230,000,000",2 Habs. ,2 Baños,52 m²,Grupo Empresarial Mi,"Rionegro, Antioquia",Apartamento en venta
588,"$ 240,000,000",2 Habs. ,2 Baños,56 m²,J&F ÁREA INMOBILIARIA,"Rionegro, Antioquia",Apartamento en venta
589,"$ 2,300,000,000",3 Habs. ,3 Baños,240 m²,Century 21 Radial,"Rionegro, Antioquia",Finca en venta
590,"$ 500,000,000",2 Habs. ,2 Baños,60 m²,INVERSIONES INMOBILIARIAS BR,"Rionegro, Antioquia",Apartamento en venta
591,"$ 355,000,000",3 Habs. ,2 Baños,56 m²,Arrendamientos Envigado,"Rionegro, Antioquia",Apartamento en  Venta
592,"$ 440,000,000",3 Habs. ,2 Baños,163 m²,GRUPO SANTAMARIA,"Rionegro, Antioquia","Casa en venta, Rionegro"
593,"$ 7,638,000,000",5 Habs. ,6 Baños,640 m²,CANVAS RAIZ,"Rionegro, Antioquia",Finca en  Venta
594,"$ 3,850,000,000",3 Habs. ,6 Baños,430 m²,Prointegral,"Rionegro, Antioquia",Casa en  Venta
595,"$ 3,800,000,000",4 Habs. ,6 Baños,500 m²,GRUPO SANTAMARIA,"Rionegro, Antioquia","Casa en venta, Rionegro"
596,"$ 580,000,000",3 Habs. ,2 Baños,80 m²,PANDA FINCA RAIZ,"Rionegro, Antioquia",Apartamento en  Venta
597,"$ 240,000,000",3 Habs. ,2 Baños,54 m²,Coninsa Ramón H. S.A.,"Rionegro, Antioquia",Apartamento en venta
598,"$ 295,000,000",3 Habs. ,2 Baños,74 m²,Habitamos Propiedad Raíz,"Rionegro, Antioquia",Apartamento en venta
599,"$ 370,000,000",7 Habs. ,3 Baños,220 m²,DUQUE GIRALDO Y CIA SAS,"Rionegro, Antioquia",Casa en venta
600,"$ 2,500,000,000",4 Habs. ,4 Baños,280 m²,CANVAS RAIZ,"Rionegro, Antioquia",Finca en venta
601,"$ 490,000,000",2 Habs. ,2 Baños,64 m²,Angela Aristizabal Propiedad Raiz,"Rionegro, Antioquia",Apartamento en venta
602,"$ 3,000,000,000",4 Habs. ,3 Baños,216 m²,CANVAS RAIZ,"Rionegro, Antioquia",Finca en venta
603,"$ 440,000,000",2 Habs. ,2 Baños,58 m²,BROKER,"Rionegro, Antioquia","Apartamento en venta, Rionegro"
604,"$ 1,100,000,000",3 Habs. ,4 Baños,154 m²,Eme Propiedad Raiz,"Rionegro, Antioquia",Apartamento en  Venta
605,"$ 530,000,000",2 Habs. ,2 Baños,87 m²,Prointegral,"Rionegro, Antioquia",Apartamento en venta
606,"$ 3,500,000,000",3 Habs. ,4 Baños,350 m²,Inmobiliaria la Cumbre,"Rionegro, Antioquia",Casa en  Venta
607,"$ 1,630,000,000",8 Habs. ,7 Baños,379 m²,DUQUE GIRALDO Y CIA SAS,"Rionegro, Antioquia",Finca en venta
608,"$ 390,000,000",2 Habs. ,2 Baños,88 m²,Prointegral,"Rionegro, Antioquia",Apartamento en venta
